id,account_type,date_joined,headline,industry,location,answer_count_total,karma_points,notification_setting,topics_followed
1906,S,2014-01-08 22:01:55.660733,,,Salem,0,61,I,[]
1907,S,2014-01-08 23:27:36.057562,,,,0,1,,[]
3121,P,2014-04-16 14:34:14.727856,"Fundraiser, Actress, Model, Makeup Artist",Entertainment,Greater Los Angeles Area,0,1,,"[u'acting', u'theatre', u'spanish', u'customer-service', u'modeling']"
1909,P,2014-01-09 09:27:55.315105,Digital Director at 270 Strategies,Political Organization,Washington D.C. Metro Area,0,1,,"[u'journalism', u'politics', u'social-media', u'editing', u'facebook', u'blogging', u'new-media', u'political-campaigns']"
1685,S,2013-11-22 00:00:00,,,,0,1,,[]
1911,S,2014-01-12 17:41:17.069612,,,Bakersfield,0,1,,[]
1927,S,2014-01-14 06:08:07.218557,,,,0,1,,[]
1870,P,2013-12-31 14:48:48.428165,Co-Founder & Director of Protein Engineering at Manus Biosynthesis,Biotechnology,Greater Boston Area,1,16,,"[u'molecular-biology', u'biotechnology', u'intellectual-property']"
683,P,2012-09-08 10:38:16.907439,,,San Francisco,16,707,,"[u'engineering', u'mechanical-engineering']"
1901,P,2014-01-08 13:08:25.213044,Consultant at Deloitte Consulting,Management Consulting,Greater New York City Area,2,61,,"[u'technology', u'travel', u'hospitality', u'retail']"
1877,P,2014-01-02 18:54:56.673845,"President, Ifill Events, LLC",Events Services,Greater New York City Area,3,46,,"[u'management', u'event-planning', u'public-speaking', u'leadership', u'production', u'administration', u'social-media', u'nonprofits', u'time-management']"
1878,P,2014-01-02 19:14:26.179579,Will do research for food,Research,Greater Seattle Area,6,106,,[u'earth-science']
1908,P,2014-01-09 00:28:41.573832,Political Organization Professional,Data & Analytics,"Washington, DC",0,1,,"[u'politics', u'research', u'public-speaking', u'leadership', u'public-policy', u'social-media', u'analysis', u'facebook', u'blogging', u'data-analysis']"
1910,S,2014-01-10 22:17:33.279105,Self taught game creator,,Somewhere in Australia,0,51,I,[]
1914,S,2014-01-13 01:27:30.938170,,,Milwaukee,0,1,,[]
1916,P,2014-01-13 12:36:31.419370,Optometrist (UAE & Pakistan) Seeking Suitable Job,Hospital & Health Care,"Toronto, Canada Area",0,1,,[]
1917,P,2014-01-13 13:15:22.433755,Consultant & Entrepreneur ,Hospital & Health Care,Greater Boston Area,0,1,W,"[u'entrepreneurship', u'research', u'nonprofits', u'project-management', u'venture-financing', u'business-development', u'data-analysis']"
1928,P,2014-01-14 07:15:14.777956,Co-Founder & CTO at Sophilabs,Information Technology and Services,Uruguay,0,1,,"[u'photography', u'javascript', u'ruby']"
1918,P,2014-01-13 13:27:49.030482,"Technology Marketer, Babson Alum",Marketing & Advertising,Boston,1,16,,"[u'marketing', u'writing', u'interviews', u'human-resources', u'facebook', u'time-management', u'twitter', u'customer-service', u'organization']"
1919,P,2014-01-13 14:10:24.246088,Pricing and Operations - GE Intelligent Platforms Software & Solutions,Computer Software,Greater Boston Area,0,1,,"[u'finance', u'software', u'computer-software', u'corporate-finance', u'project-management', u'cost-planning']"
1929,S,2014-01-14 10:16:41.981306,,,,0,1,,[]
1921,P,2014-01-13 16:33:21.898165,General Surgeon,Hospital & Health Care,Dallas/Fort Worth Area,0,1,,"[u'medicine', u'surgery', u'healthcare', u'hospitals', u'general-surgery', u'medical-education']"
1922,E,2014-01-13 18:37:22.628496,,,Newyork,0,1,,[]
1924,S,2014-01-13 20:57:18.215982,,,Auburn ,0,1,,[]
1925,P,2014-01-13 22:12:22.343007,Research Manager at Gerson Lehrman Group,Financial Services,Greater Boston Area,0,1,,[u'financial-services']
1930,S,2014-01-14 11:39:54.770742,,,,0,1,,[]
1945,E,2014-01-16 17:59:26.338401,,,"Los Angeles, CA",0,1,,[]
1937,S,2014-01-15 23:23:09.004440,,,Chino,0,1,,[]
1938,S,2014-01-16 15:30:15.365619,,,Manville,0,1,,[]
1932,S,2014-01-14 16:20:41.767312,,,Mobile ,0,1,,[]
1904,S,2014-01-08 16:57:58.865333,,,Ogbomoso,0,21,,[]
1933,S,2014-01-14 19:04:29.521597,,,Houstan,0,1,,[]
1920,P,2014-01-13 15:10:23.596993,Marketing and Research Specialist,Marketing / Higher Education,Greater Boston Area,1,16,,"[u'marketing', u'graphic-design', u'public-speaking', u'social-media', u'marketing-and-advertising']"
1942,E,2014-01-16 17:25:19.126653,Working at the intersection of secondary and higher education,,"Lynn, MA",0,1,,[]
1936,P,2014-01-15 13:47:12.313224,Training Management | P&L Management | Partner Management | Program Management | Event Planning | Community Engagement,Education Management,San Francisco Bay Area,0,1,,"[u'management', u'training']"
1538,S,2013-11-22 00:00:00,,,,0,6,,[]
1940,E,2014-01-16 17:14:11.529252,,,"Fall River, MA",0,1,,[]
1941,E,2014-01-16 17:14:53.683969,,,"Fall River, MA",0,1,,[]
1912,P,2014-01-12 19:55:36.633585,"Social Impact Entrepreneur, Financial Services, Commercial Real Estate, Babson MBA",Financial Services,Greater Boston Area,3,61,,"[u'entrepreneurship', u'management', u'software-development', u'venture-capital', u'financial-services', u'mba', u'analytics', u'business-development', u'financial-analysis', u'social-entrepreneurship']"
1943,P,2014-01-16 17:25:50.402403,Clinical Dietitian at Memorial Hospital of Gardena,Hospital & Health Care,Greater Los Angeles Area,0,1,,"[u'clinical-nutrition', u'medical-nutrition-therapy', u'wellness']"
1944,E,2014-01-16 17:25:56.686038,,,"Lynn, MA",0,1,,[]
1946,E,2014-01-16 18:00:09.570087,,,"Los Angeles, CA",0,1,,[]
1947,E,2014-01-16 18:00:59.511892,,,"Los Angeles, CA",0,1,,[]
1948,E,2014-01-16 18:01:36.656252,,,"Los Angeles, CA",0,1,,[]
1949,E,2014-01-16 18:02:14.670493,,,"Los Angeles, CA",0,1,,[]
1950,S,2014-01-17 07:54:05.780384,,,"Los Angeles, CA",0,0,,[]
1951,S,2014-01-17 07:54:06.242095,,,"Los Angeles, CA",0,0,,[]
1952,S,2014-01-17 07:54:06.552356,,,"Los Angeles, CA",0,0,,[]
1953,S,2014-01-17 07:54:06.844391,,,"Los Angeles, CA",0,0,,[]
1954,S,2014-01-17 07:54:07.176652,,,"Los Angeles, CA",0,0,,[]
1955,S,2014-01-17 07:54:07.485713,,,"Los Angeles, CA",0,0,,[]
1957,S,2014-01-17 07:54:08.126516,,,"Los Angeles, CA",0,0,,[]
1958,S,2014-01-17 07:54:08.668511,,,"Los Angeles, CA",0,0,,[]
1959,S,2014-01-17 07:54:08.969871,,,"Los Angeles, CA",0,0,,[]
1960,S,2014-01-17 07:54:09.260408,,,"Los Angeles, CA",0,0,,[]
1961,S,2014-01-17 07:54:09.565750,,,"Los Angeles, CA",0,0,,[]
1962,S,2014-01-17 07:54:09.859159,,,"Los Angeles, CA",0,0,,[]
1963,S,2014-01-17 07:54:10.192817,,,"Los Angeles, CA",0,0,,[]
1964,S,2014-01-17 07:54:10.483880,,,"Los Angeles, CA",0,0,,[]
1965,S,2014-01-17 07:54:10.787832,,,"Los Angeles, CA",0,0,,[]
1966,S,2014-01-17 07:54:11.083814,,,"Los Angeles, CA",0,0,,[]
1967,S,2014-01-17 07:54:11.424015,,,"Los Angeles, CA",0,0,,[]
1968,S,2014-01-17 07:54:11.727714,,,"Los Angeles, CA",0,0,,[]
1969,S,2014-01-17 07:54:12.067427,,,"Los Angeles, CA",0,0,,[]
1970,S,2014-01-17 07:54:12.371038,,,"Los Angeles, CA",0,0,,[]
1971,S,2014-01-17 07:54:12.650669,,,"Los Angeles, CA",0,0,,[]
1972,S,2014-01-17 07:54:12.966912,,,"Los Angeles, CA",0,0,,[]
1973,S,2014-01-17 07:54:13.256872,,,"Los Angeles, CA",0,0,,[]
1974,S,2014-01-17 07:54:13.582546,,,"Los Angeles, CA",0,0,,[]
1975,S,2014-01-17 07:54:13.874135,,,"Los Angeles, CA",0,0,,[]
1976,S,2014-01-17 07:54:14.178858,,,"Los Angeles, CA",0,0,,[]
1977,S,2014-01-17 07:54:14.472616,,,"Los Angeles, CA",0,0,,[]
1935,S,2014-01-15 02:21:51.216815,,,Hyderabad,0,1,,[]
1926,P,2014-01-13 23:05:50.414009,Analyst at Communications Media Advisors; Author of Crazy Enough To Try,Engineering,Greater Boston Area,30,511,,"[u'engineering', u'jobs', u'writing', u'chemistry', u'physics', u'research', u'electronics', u'publishing', u'materials']"
1978,S,2014-01-17 07:54:14.786769,,,"Los Angeles, CA",0,0,,[]
1979,S,2014-01-17 07:54:15.106542,,,"Los Angeles, CA",0,0,,[]
1980,S,2014-01-17 07:54:15.438343,,,"Los Angeles, CA",0,0,,[]
1981,S,2014-01-17 07:54:15.753653,,,"Los Angeles, CA",0,0,,[]
1982,S,2014-01-17 07:54:16.059343,,,"Los Angeles, CA",0,0,,[]
1983,S,2014-01-17 07:54:16.366544,,,"Los Angeles, CA",0,0,,[]
1984,S,2014-01-17 07:54:16.671586,,,"Los Angeles, CA",0,0,,[]
1985,S,2014-01-17 07:54:16.983122,,,"Los Angeles, CA",0,0,,[]
1986,S,2014-01-17 07:54:17.293417,,,"Los Angeles, CA",0,0,,[]
1987,S,2014-01-17 07:54:17.622955,,,"Los Angeles, CA",0,0,,[]
1988,S,2014-01-17 07:54:17.932413,,,"Los Angeles, CA",0,0,,[]
1989,S,2014-01-17 07:54:18.238634,,,"Los Angeles, CA",0,0,,[]
1990,S,2014-01-17 07:54:18.546287,,,"Los Angeles, CA",0,0,,[]
1991,S,2014-01-17 07:54:18.854880,,,"Los Angeles, CA",0,0,,[]
1992,S,2014-01-17 07:54:19.161081,,,"Los Angeles, CA",0,0,,[]
1993,S,2014-01-17 07:54:19.470381,,,"Los Angeles, CA",0,0,,[]
1994,S,2014-01-17 07:54:19.775506,,,"Los Angeles, CA",0,0,,[]
1995,S,2014-01-17 07:54:20.109960,,,"Los Angeles, CA",0,0,,[]
1996,S,2014-01-17 07:54:20.387483,,,"Los Angeles, CA",0,0,,[]
1997,S,2014-01-17 07:54:20.716418,,,"Los Angeles, CA",0,0,,[]
1998,S,2014-01-17 07:54:21.008840,,,"Los Angeles, CA",0,0,,[]
1999,S,2014-01-17 07:54:21.327139,,,"Los Angeles, CA",0,0,,[]
2000,S,2014-01-17 07:54:21.643569,,,"Los Angeles, CA",0,0,,[]
2001,S,2014-01-17 07:54:21.949047,,,"Los Angeles, CA",0,0,,[]
2002,S,2014-01-17 07:54:22.266144,,,"Los Angeles, CA",0,0,,[]
2003,S,2014-01-17 07:54:22.536124,,,"Los Angeles, CA",0,0,,[]
2004,S,2014-01-17 07:54:22.864657,,,"Los Angeles, CA",0,0,,[]
2005,S,2014-01-17 07:54:23.146082,,,"Los Angeles, CA",0,0,,[]
2006,S,2014-01-17 07:54:23.461188,,,"Los Angeles, CA",0,0,,[]
2007,S,2014-01-17 07:54:23.756197,,,"Los Angeles, CA",0,0,,[]
2008,S,2014-01-17 07:54:24.048729,,,"Los Angeles, CA",0,0,,[]
2009,S,2014-01-17 07:54:24.355135,,,"Los Angeles, CA",0,0,,[]
2010,S,2014-01-17 07:54:24.665043,,,"Los Angeles, CA",0,0,,[]
2011,S,2014-01-17 07:54:24.995488,,,"Los Angeles, CA",0,0,,[]
2012,S,2014-01-17 07:54:25.306597,,,"Los Angeles, CA",0,0,,[]
2013,S,2014-01-17 07:54:25.624202,,,"Los Angeles, CA",0,0,,[]
2014,S,2014-01-17 07:54:25.942939,,,"Los Angeles, CA",0,0,,[]
2015,S,2014-01-17 07:54:26.253521,,,"Los Angeles, CA",0,0,,[]
2016,S,2014-01-17 07:54:26.563114,,,"Los Angeles, CA",0,0,,[]
2017,S,2014-01-17 07:54:26.870196,,,"Los Angeles, CA",0,0,,[]
2018,S,2014-01-17 07:54:27.197664,,,"Los Angeles, CA",0,0,,[]
2019,S,2014-01-17 07:54:27.475755,,,"Los Angeles, CA",0,0,,[]
2020,S,2014-01-17 07:54:27.791012,,,"Los Angeles, CA",0,0,,[]
2021,S,2014-01-17 07:54:28.098967,,,"Los Angeles, CA",0,0,,[]
2022,S,2014-01-17 07:54:28.392915,,,"Los Angeles, CA",0,0,,[]
2023,S,2014-01-17 07:54:28.704263,,,"Los Angeles, CA",0,0,,[]
2024,S,2014-01-17 07:54:29.010316,,,"Los Angeles, CA",0,0,,[]
2025,S,2014-01-17 07:54:29.324154,,,"Los Angeles, CA",0,0,,[]
2026,S,2014-01-17 07:54:29.632214,,,"Los Angeles, CA",0,0,,[]
2027,S,2014-01-17 07:54:29.939291,,,"Los Angeles, CA",0,0,,[]
2028,S,2014-01-17 07:54:30.256221,,,"Los Angeles, CA",0,0,,[]
2029,S,2014-01-17 07:54:30.559489,,,"Los Angeles, CA",0,0,,[]
2030,S,2014-01-17 07:54:30.839176,,,"Los Angeles, CA",0,0,,[]
2031,S,2014-01-17 07:54:31.144591,,,"Los Angeles, CA",0,0,,[]
2032,S,2014-01-17 07:54:31.479257,,,"Los Angeles, CA",0,0,,[]
2033,S,2014-01-17 07:54:31.880056,,,"Los Angeles, CA",0,0,,[]
2034,S,2014-01-17 07:54:32.280349,,,"Los Angeles, CA",0,0,,[]
2035,S,2014-01-17 07:54:32.571546,,,"Los Angeles, CA",0,0,,[]
2036,S,2014-01-17 07:54:32.875365,,,"Los Angeles, CA",0,0,,[]
2037,S,2014-01-17 07:54:33.178063,,,"Los Angeles, CA",0,0,,[]
2038,S,2014-01-17 07:54:33.483634,,,"Los Angeles, CA",0,0,,[]
2039,S,2014-01-17 07:54:33.789036,,,"Los Angeles, CA",0,0,,[]
2041,S,2014-01-17 07:54:34.393974,,,"Los Angeles, CA",0,0,,[]
2083,S,2014-01-21 12:24:32.214948,,,,0,1,,[]
2042,S,2014-01-17 07:54:34.687808,,,"Los Angeles, CA",0,0,,[]
2043,S,2014-01-17 07:54:34.993711,,,"Los Angeles, CA",0,0,,[]
2044,S,2014-01-17 07:54:35.300907,,,"Los Angeles, CA",0,0,,[]
2045,S,2014-01-17 07:54:35.607170,,,"Los Angeles, CA",0,0,,[]
2046,S,2014-01-17 07:54:35.912624,,,"Los Angeles, CA",0,0,,[]
2047,S,2014-01-17 07:54:36.238931,,,"Los Angeles, CA",0,0,,[]
2048,S,2014-01-17 07:54:36.557314,,,"Los Angeles, CA",0,0,,[]
2049,S,2014-01-17 07:54:36.905473,,,"Los Angeles, CA",0,0,,[]
2050,S,2014-01-17 07:54:37.220302,,,"Los Angeles, CA",0,0,,[]
2051,S,2014-01-17 07:54:37.534009,,,"Los Angeles, CA",0,0,,[]
2052,S,2014-01-17 07:54:37.881416,,,"Los Angeles, CA",0,0,,[]
2053,S,2014-01-17 07:54:38.203287,,,"Los Angeles, CA",0,0,,[]
2054,S,2014-01-17 07:54:38.553614,,,"Los Angeles, CA",0,0,,[]
2055,S,2014-01-17 07:54:38.897502,,,"Los Angeles, CA",0,0,,[]
2056,S,2014-01-17 07:54:39.214873,,,"Los Angeles, CA",0,0,,[]
2057,S,2014-01-17 07:54:39.525659,,,"Los Angeles, CA",0,0,,[]
2058,S,2014-01-17 07:54:39.837399,,,"Los Angeles, CA",0,0,,[]
2060,S,2014-01-17 07:54:40.485612,,,"Los Angeles, CA",0,0,,[]
2061,S,2014-01-17 07:54:40.835385,,,"Los Angeles, CA",0,0,,[]
2062,S,2014-01-17 07:54:41.213686,,,"Los Angeles, CA",0,0,,[]
2063,S,2014-01-17 07:54:41.539150,,,"Los Angeles, CA",0,0,,[]
2064,S,2014-01-17 07:54:41.880588,,,"Los Angeles, CA",0,0,,[]
2065,S,2014-01-17 07:54:42.228969,,,"Los Angeles, CA",0,0,,[]
2066,S,2014-01-17 07:54:42.548248,,,"Los Angeles, CA",0,0,,[]
2067,S,2014-01-17 07:54:42.860644,,,"Los Angeles, CA",0,0,,[]
2068,S,2014-01-17 07:54:43.183612,,,"Los Angeles, CA",0,0,,[]
2069,S,2014-01-17 07:54:43.509743,,,"Los Angeles, CA",0,0,,[]
2070,S,2014-01-17 07:54:43.825307,,,"Los Angeles, CA",0,0,,[]
2071,S,2014-01-17 07:54:44.137900,,,"Los Angeles, CA",0,0,,[]
2072,S,2014-01-17 07:54:44.457415,,,"Los Angeles, CA",0,0,,[]
2073,S,2014-01-17 07:54:44.773112,,,"Los Angeles, CA",0,0,,[]
3390,P,2014-05-22 10:39:51.137514,Lecturer at Harvard University,Higher Education,Greater Boston Area,0,1,,"[u'public-health', u'higher-education']"
2074,S,2014-01-17 07:54:45.113995,,,"Los Angeles, CA",0,0,,[]
1956,S,2014-01-17 07:54:07.794751,,,"Los Angeles, CA",0,0,,[]
2110,P,2014-01-27 12:10:31.738998,Sales Representative at salesforce.com,Internet,"Toronto, Canada Area",0,1,N,"[u'business', u'management', u'english', u'research', u'communication', u'public-speaking', u'leadership', u'internet', u'french', u'training', u'analysis', u'time-management', u'business-development', u'customer-service', u'data-analysis', u'multi-tasking']"
2076,S,2014-01-17 23:21:58.886698,,,St.catherines ,0,1,,[]
2077,E,2014-01-18 15:20:45.298655,,,Brookline,0,1,,[]
2078,E,2014-01-18 20:09:37.632132,,,Honolulu,0,1,,[]
2079,S,2014-01-18 22:16:03.662721,,,Hampstead,0,1,,"[u'choosing-careers', u'career-decision']"
2080,S,2014-01-19 10:13:57.401674,,,Johannesburg,0,1,,[]
2081,S,2014-01-20 18:33:54.920611,,,"Newark, California",0,36,,[]
2082,P,2014-01-21 09:44:58.623418,VP Engineering at UpWind Solutions Inc.,Computer Software,Greater San Diego Area,0,1,,"[u'engineering', u'computer', u'management', u'software', u'software-engineering', u'software-development', u'computer-software', u'information', u'quality-assurance', u'start-ups']"
2084,P,2014-01-21 15:04:30.739540,"Web Project Manager, Content Developer and Strategist",Marketing and Advertising,Greater Seattle Area,0,1,,"[u'music', u'marketing', u'design', u'advertising', u'and', u'internet', u'social-media', u'facebook', u'youtube', u'blogging', u'marketing-and-advertising', u'user-experience', u'websites']"
2085,E,2014-01-22 00:53:00.904880,,,,0,1,,[]
2095,P,2014-01-23 20:09:13.788390,Senior Software Engineer(DW/BI) at Target,Information Technology and Services,"Bengaluru Area, India",1,31,,[]
2088,S,2014-01-22 15:16:22.259351,,,"Indianapolis, IN",0,1,,[]
2089,E,2014-01-22 16:42:26.768631,,,"Orlando, FL",0,1,,[]
2090,P,2014-01-22 17:13:40.390718,Scientist at Givlet,"Computer Science, Machine Learning",Greater New York City Area,0,1,D,"[u'computer', u'programming', u'c++', u'computer-software', u'java', u'python']"
2091,S,2014-01-22 21:59:49.667276,,,Calgary,0,1,,[]
2075,P,2014-01-17 21:58:54.784039,Surgical Pathology at Banner Desert Medical Center,Hospital & Health Care,"Phoenix, Arizona Area",15,136,I,"[u'medicine', u'nursing', u'health', u'pediatrics', u'surgery', u'healthcare', u'public-speaking', u'administration', u'hospitals', u'medicare', u'medical-education', u'customer-service', u'medicaid', u'recruiting']"
2093,S,2014-01-23 11:59:47.803530,,,,0,1,,[]
2097,P,2014-01-24 09:13:19.171716,Educational counselor,Education Management,Greater Detroit Area,1,16,,"[u'psychology', u'educational', u'admissions', u'career-education', u'higher-education', u'career-development', u'adolescents', u'career-counseling', u'educational-consulting']"
2098,S,2014-01-24 14:23:40.414016,,,Toronto,0,1,,[]
2099,P,2014-01-24 19:25:18.812349,Executive Chef at Confection Castle,Food & Beverages,"Joplin, Missouri Area",0,1,,"[u'criminal-justice', u'marketing', u'cooking', u'baking', u'cupcakes']"
2113,S,2014-01-27 17:04:04.181008,,,San Diego,0,1,,[]
2100,S,2014-01-24 20:07:08.820039,,,"Wilbraham,MA",0,1,,[]
2101,P,2014-01-24 23:38:54.114467,Shipping Supervisor at FixFind,Retail,Greater Minneapolis-St. Paul Area,0,1,,"[u'writing', u'management', u'public-relations', u'public-speaking', u'leadership', u'retail', u'project-management', u'customer-service']"
2102,S,2014-01-25 11:28:26.383242,"AMATEUR PHOTOGRAPHER, GRAPHIC DESIGNER, BLOGGER AND TECHIE FROM NEW DELHI, INDIA.",,,0,1,I,"[u'design', u'writing', u'photography', u'graphic-design', u'photographer', u'digital-media', u'sing']"
2104,S,2014-01-26 02:28:55.183277,,,,0,1,,[]
2105,P,2014-01-26 16:28:40.653405,Mobile UX Designer at BestFit Mobile,Design,"Austin, Texas Area",0,1,W,"[u'design', u'advertising', u'graphic-design', u'drawing', u'javascript', u'photoshop', u'web-design', u'css', u'graphics', u'html', u'mobile-design', u'ui-design', u'user-experience', u'user-experience-design', u'visual-design']"
2114,S,2014-01-27 21:11:43.052549,,,Lauderhill,0,1,,[]
2108,S,2014-01-26 20:51:34.243294,,,,0,1,,[]
2109,S,2014-01-26 23:21:43.677615,,,Raleigh,0,1,,[]
2117,E,2014-01-27 21:13:29.489309,,,"Bay Area, CA",0,1,,[]
2112,S,2014-01-27 16:14:59.319154,,,Indianapolis,0,1,,[]
2115,E,2014-01-27 21:12:20.868579,,,"Bay Area, CA",0,1,,[]
2107,P,2014-01-26 16:40:35.266934,Multi-Disciplined Engineer,Defense & Space,California,1,16,,"[u'engineering', u'computer-engineer', u'computer-science', u'aerospace', u'computer-programming', u'electrical-engineering', u'testing', u'materials']"
2116,E,2014-01-27 21:13:01.229044,Life long learning,,"Bay Area, CA",0,1,N,[]
2120,E,2014-01-27 21:15:00.518892,,,"Bay Area, CA",0,1,,[]
2118,E,2014-01-27 21:13:58.883544,,,"Bay Area, CA",0,1,,[]
2121,E,2014-01-27 21:15:29.295502,,,"Bay Area, CA",0,1,,[]
2122,E,2014-01-27 21:16:01.271145,,,"Bay Area, CA",0,1,,[]
2126,P,2014-01-28 19:16:39.441538,Software Development Engineer at Dell,Technology,Dallas/Fort Worth Area,5,91,,[u'technology']
2127,P,2014-01-29 14:24:42.509733,Consultant at Inter-American Development Bank,Research,Colombia,0,1,,[u'research']
2129,P,2014-01-30 05:54:48.418086,Strategic Planning | Program Operations | Business Building | Project Management | Team Development | Communications,Management Consulting,"Zürich Area, Switzerland",0,1,,"[u'marketing', u'management', u'travel', u'physical', u'leadership', u'nonprofits', u'project-management', u'running']"
2128,S,2014-01-30 04:27:26.539652,,,Hutchison,0,6,D,"[u'career-options', u'automotive']"
2165,P,2014-02-10 12:47:34.289376,Program Manager ,Internet,San Francisco Bay Area,1,1,,"[u'choosing-careers', u'marketing', u'writing', u'creative-writing', u'public-speaking', u'debt', u'social-media', u'blogging', u'linkedin', u'student-loans']"
2131,S,2014-01-30 20:56:34.487174,,,Artesia,0,1,,[]
2132,E,2014-01-31 14:10:48.244988,,,"Bronx, NY",0,1,,[]
2133,P,2014-01-31 14:22:00.548098,Child Care Counselor at Hillsides Foster Care Charity,Mental Health Care,Greater Los Angeles Area,0,1,,"[u'social-work', u'mentoring', u'mental-health-counseling', u'adolescents']"
2143,S,2014-02-05 06:41:17.445415,,,Port Harcourt,0,1,,[]
2134,E,2014-01-31 16:19:01.509215,,,Los Angeles,0,1,,[]
2135,P,2014-02-01 15:15:18.854511,"Program Manager, 2-1-1 at United Way of Greater Philadelphia and Southern New Jersey",Nonprofit Organization Management,Greater Philadelphia Area,0,1,,"[u'business', u'marketing', u'management', u'graphic', u'event-planning', u'research', u'public-relations', u'public-speaking', u'spanish', u'development', u'community', u'social-media', u'training', u'editing', u'nonprofits', u'photoshop', u'project-management', u'web-design', u'community-outreach', u'customer-service', u'data-analysis', u'html', u'volunteer-management']"
2086,P,2014-01-22 05:14:55.769652,"Sr. Software Engineer at Zynga, Inc.",Computer Games,"Toronto, Canada Area",1,1,,"[u'computer', u'programming', u'c++', u'game-development', u'java', u'computer-games', u'ruby', u'sql']"
2136,S,2014-02-02 06:54:30.598489,,,,0,1,,[]
2138,S,2014-02-02 11:46:39.558241,,,Vaughan,0,1,,[]
2139,E,2014-02-03 00:50:39.427341,,,Jamaica Plain,0,1,,[]
2140,S,2014-02-03 04:29:26.643958,,,"KCH, MY",0,46,,"[u'psychology', u'technology', u'writing', u'photography', u'social', u'electrical-engineering', u'coding', u'electronics', u'personality', u'web-design']"
2150,P,2014-02-07 11:20:34.839845,Editor at LinkedIn,Internet,"Paris Area, France",1,31,,"[u'journalism', u'writing', u'writing', u'travel', u'publishing', u'digital-photography', u'internet', u'news-writing', u'french', u'newspaper', u'social-media', u'social-media', u'editing', u'translation', u'blogging', u'blogging', u'multimedia', u'online-journalism']"
2144,P,2014-02-05 13:27:02.333892,Product Development & UX/UI Design,E-Learning,Greater Boston Area,0,1,,"[u'design', u'teaching', u'management', u'research', u'leadership', u'training', u'community-outreach', u'policy', u'user-experience']"
2145,P,2014-02-05 14:05:58.959126,Continuous Improvement Trade Analyst at General Mills,Food & Beverages,Greater Minneapolis-St. Paul Area,0,1,,[]
2154,P,2014-02-07 13:52:15.177947,Supervisor of Cardiovascular Services,Hospital & Health Care,"Jacksonville, Florida Area",25,211,,"[u'medicine', u'medical', u'technology', u'health', u'management', u'pediatrics', u'surgery', u'healthcare', u'administration', u'hospitals', u'cardiology', u'ultrasound']"
2146,E,2014-02-05 15:17:48.699813,,,Solon,2,46,,[]
2147,P,2014-02-05 16:32:44.395429,Instructor at Lebanon RIII,Education Management,"Springfield, Missouri Area",0,1,,[]
2152,P,2014-02-07 11:30:09.627758,HR & Talent Acquisition Specialist at TeleTracking Technologies,Information Technology and Services,Greater Pittsburgh Area,1,16,,"[u'business', u'finance', u'marketing', u'management', u'banking', u'investment', u'coaching', u'human', u'leadership', u'human-resources', u'training', u'analysis', u'financial-services', u'information', u'operations', u'process', u'project-management', u'business-development', u'recruiting', u'relationship-management']"
2148,P,2014-02-06 11:58:14.432880,"Leveraging talent, technology and employee passions to enhance LinkedIn's global impact",Internet,San Francisco Bay Area,1,31,,"[u'entrepreneurship', u'management', u'food', u'research', u'people', u'public', u'studies', u'public-speaking', u'leadership', u'social-impact', u'development', u'internet', u'planning', u'social-media', u'international-development', u'nonprofits', u'community-outreach', u'policy', u'problem-solving', u'social-entrepreneurship', u'start-ups']"
2170,P,2014-02-11 10:46:17.005571,Director of Interaction Design at Brand Networks,Design,"Rochester, New York Area",0,1,N,"[u'music', u'art', u'fashion', u'design', u'arts', u'animals', u'food', u'graphic', u'environment', u'graphic-design', u'entertainment', u'communication', u'traveling', u'web-design', u'graphics', u'user-experience']"
2155,P,2014-02-07 14:33:24.503454,Epic Lead Device Integration Engineer at Cadence Health,Hospital & Health Care,Greater Chicago Area,0,1,,"[u'engineering', u'computer', u'technology', u'health', u'management', u'healthcare', u'fishing', u'networking', u'information-technology', u'hardware', u'leadership', u'administration', u'hospitals', u'training', u'information', u'project-management', u'html', u'security']"
2156,P,2014-02-07 14:46:59.402394,Staff Accountant at Condon O'Meara McGinty & Donnelly LLP,Accounting,Greater New York City Area,1,46,,"[u'accounting', u'accounting', u'management', u'interviews', u'hiring', u'human-resources', u'project-management', u'customer-service', u'recruiting']"
2157,P,2014-02-07 15:27:43.751334,Sales Development | LinkedIn,Internet,Greater New York City Area,0,1,,"[u'marketing', u'event-planning', u'research', u'public-relations', u'sales', u'public-speaking', u'spanish', u'leadership', u'internet', u'outlook', u'social-media', u'facebook', u'nonprofits', u'time-management', u'business-development', u'community-outreach', u'customer-service', u'data-analysis']"
282,S,2012-01-11 00:00:00,,,,2,317,,[]
2162,P,2014-02-08 11:29:12.848564,at Wells Fargo,Law Practice,"Charlotte, North Carolina Area",0,1,,"[u'business', u'law', u'management', u'criminal', u'justice', u'criminal-law', u'project-management', u'adobe', u'corporate-law', u'law-practice']"
2163,P,2014-02-08 19:34:15.978500,Sales Solution Product Consultant at LinkedIn; Helping sales teams grow their business through social selling,Internet,San Francisco Bay Area,0,1,,"[u'management', u'travel', u'event-planning', u'public-relations', u'sales', u'leadership', u'internet', u'social-media', u'training', u'project-management', u'telecommunications', u'community-outreach']"
