id,title,body,tagname_list,author.id,added_at
865,What kinds of courses would a person have to take in college in order to become an OBGYN?,"<p>I am a junior in High School, who is aspiring to become an OBGYN when I am older. I am curious about the certain steps that I would need to take in order to reach my goal.</p>",career-paths health-care science,602,2012-05-23 16:07:25.546650
11251,How do you get a full-ride scholarship to a university?,<p>I'm a junior in highschool and I want to know how getting a scholarship works?</p>,money,7251,2015-08-19 16:45:27.475810
8398,Aerospace Engineering,"<p>I'm a Junior in highschool and i have an interest in aerospace engineering. I wanted to ask a few questions about the field.
Questions:
 What are some of the classes that I can take right now in Highschool that would help make it easier? (I know physics is probably a major one.)
What is the job market like and how stable is the work? Also, what are the major companies that are hiring? 
What is the an average day like when on the job?</p>
<p>Thanks for your time</p>",aeronautics engineering aerospace-engineering aerospace,5094,2015-03-04 14:29:05.051139
278,What does a computer programmer do on a day to day basis?,<p>I am a junior at my high school and i am interested in this career and i am not sure of the options but i am very interested to learn more </p>,engineering computer programmer,334,2012-01-19 12:57:35.075251
5038,How difficult is it to change careers?,"<p>I'm a senior in high school and upon entering college I am becoming more and more worried about my future. I don't really know what I want to study in or make into a career path, so I was wondering how locked in are you once you declare a major and begin your career path?</p>",majors science changing-careers multiple-interests theatre,3137,2014-04-29 13:05:09.879095
12991,What kinds of cameras do you use for professional photography?,<p>I want to be a photographer when I am older.</p>,pictures photography cameras experince lenses,7889,2015-10-29 15:07:26.484298
1000,"What exactly, is the difference between a psychologist and psychiatrist?","<p>I dont know whether i want to be a psychologist or psychiatrist. I want to work with married people, going through a divorce. Do both of them work with people who are going through a divorce?</p>",psychology psychiatry,252,2012-09-07 14:54:34.003738
2228,What are the skills needed to become a psychologist and the process for different degrees?,<p>I want to know the skills it takes to become a psychologist and the educational process of getting there. </p>,psychology,1785,2013-12-04 17:58:48.982304
860,Accounting,"<p>I am a highschool junior , what are some tasks that i can focus on  to farther in my career as an accounter</p>",accounting,621,2012-05-23 15:18:15.501608
12651,What kind of hight dchool do i need to go in to get a god as a teacher for cher,<p>I really love cheering and teaching  </p>,caring good helpful loving,7848,2015-10-27 12:57:37.291431
461,Were do you go if you want to act and get better and have fun with it,<p>Im enjoy acting but i want to take acting to the next level so im just wondering how do i that?</p>,acting places fun practice,236,2012-02-07 17:18:06.610413
1485,Computer engineering,<p>I am in grade 10 i want to do computer engineering so where can i go or what can for nw that is gonna lead me thre the best school in south africa?</p>,engineering computer,784,2012-12-30 18:52:10.653451
2899,What are some internships a high school student can do who are aspiring to be a physician?,<p>I am interested in learning more about this occupation and want to know what internships or things I could do now to get a feel for this job. </p>,student physician medical highschool internships,2400,2014-03-04 16:53:04.120663
10754,What are some interesting careers in the health/medical field?,<p>I am a 11th grader and I am really interested in pursuing a career in the health/medical field. I have a interest in being a pediatrition but I would like to know what other careers are there in the medical field.</p>,nurse everyone pediatricians doctors,6900,2015-06-23 18:05:49.407448
14457,What is my Nursing Specialty,"<p>I've taken a few quizzes and I've found a possible interest in being a pediatric nurse. I do love children, but I don't know if I'd do well in that setting. I'm outgoing, very energetic, not very detail oriented (but a perfectionist at times), I like either working in small groups with people I trust or working alone, and I'm a good communicator.</p>
<p>I guess I'm mainly asking any current nurses about what specialty I would excel in. I'm just starting out in my want to be a nurse, and I want to see if this is the right path for me. Thank you in advance!</p>",pediatrics nursing pediatric nurse children speciality,8693,2015-12-06 22:30:57.055475
1005,What if you want to learn more than one major? What should you do?,"<p>Hi, my name is Carmela, I'm 15 and a sophomore in high school. I'm the type of person that is interested in a lot of activities. I want to know when i apply for college, if I can learn more than one major.</p>",college-majors college majors,223,2012-09-07 14:58:54.500747
12224,What should i studie to be a very good engineer,<p>I want to start studing</p>,skilled engineer,7913,2015-10-22 11:55:15.293351
11118,What Are The Equipments  gonna use for either Game Developer or Artist ?,"<p>Hi Guys!,,, First of all I'm a Freshman College Student,,,  I wanna know all the needed Equipments of either Game Dveleoper or Artist since my the University I'm attending to isn't starting yet and I'm already excited to go to school ,,,  I want a head start to know all the basic equipments, needs etc.,, So that when my Vacation is over I'll be ready for whatever obstacles i'm gonna face and also be ready for my future Job !</p>",gamedeveloper college gameartist,7205,2015-07-28 18:38:39
1246,What is it like being a pharmacist?,"<p>Hi. I think i found what i want to major in college but im not sure if its the right choice. Becoming a pharmacist i know it take hard work and good work, how will it be like working in a lab making the pills and shipping it off to stores? How much will you make. What classes will I have to take in college to to be a great  pharmacist?</p>",medicine medical-school pharmacist,259,2012-09-23 20:25:42.715704
11840,What is the average salary for a software engineer?,<p>I would like to know the average income for a software engineer in San Francisco California? </p>,professors anyone software-engineer,7723,2015-10-12 21:52:45.046832
3197,What are inappropriate and personal things you should not discuss in an interview?,<p>I don't want to come off as nosy but I also want to have personality and humor into the interview to make it as best as possible. </p>,career internship interviews interviewing jobs,2421,2014-03-12 16:05:09.318269
4404,Where can i get permission to start my own business?,<p>I want to start my own business but need to know where to make my first move.</p>,start business,2986,2014-04-08 11:14:10.461375
5225,What should you do over the summer when you are in college?,<p>What are your suggestions for summers during your college years. Should you look for a job or find an internship.</p>,summer job,3146,2014-04-29 16:20:50.519028
8489,What are some of the perks and downfalls of being a translator in the United States?,"<p>Hello! I am a high school senior, and I am planning on majoring in Spanish in college. My goal in life has always been to be a Spanish translator/interpreter. Unfortunately, I do not know anyone who is in this specific career; therefore, I was wondering if anyone who is familiar with this career can inform me more about being a translator?</p>",languages translator interpreter spanish,5336,2015-03-17 10:46:21.796130
2906,I haven't quite figured out what my interests are. Advice needed.,"<p>I have been looking at a wide range of possible careers, but nothing interests me. What would be the best way to develop my interest? Through more research or through first hand experience? </p>",career jobs interested college college-advice,2392,2014-03-04 17:01:05.236798
1697,Is majoring in Sports Medicine the best major that will help a person become a sports physical therapist?,"<p>I am currently a high school senior year interested in becoming a sport physical therapist; however, I do not know if majoring in sports medicine is best option for a person wanting to become a sport physical therapist. I want to help athletes rehabilitate their bodies after an injury and make a plan with them so that they may not injure themselves again.</p>",medicine sports physical-therapist,829,2013-04-10 18:14:06.227178
98,What's daily life as a pediatrician like?,"<p>I like working with kids and I'm interested in what gets kids sick and what cures them. I want to be a pediatrician. I am interested in learning about what symptoms are for what sicknesses and what medicines can cure it. </p>
<p>It would be helpful if some pediatricians could share what daily life is like in the profession. This could help me understand whether it is the right profession for me. Thanks in advance!</p>",health-care doctor medical pediatrician,231,2012-01-06 14:56:54.688180
3705,Is it ideal to have a background in architecture and focus on being a potential interior designer?,"<p>I am a graduating senior with a high interest in design. I love the arts specifically drawing, building and even fashion design. I do not have much experience with either careers but i do plan to explore it in College. I am not sure if the two careers are completely required or which road who be best to take. I was told that both careers are hard to get in to and it is even more difficult when there aren't many opportunities within the type of city I live in. I wanted insight and just opinions on which is best to begin with.</p>",interior-decorating architect architecture career-path interior design,2768,2014-03-26 14:09:36.106820
1701,Do psychiatrists provide therapy or do they only prescribe drugs?,<p>I was wondering if I should try and become a psychiatrist or clinical psychologist and wanted to know whether psychiatrists offer therapy as a clinical psychologist would? </p>,psychiatry clinical-psychologist,837,2013-04-10 18:19:47.512974
3267,How would you go about starting an art portfolio?,<p>I'm interested in applying to an art school but my school doesn't provide me with a drawing class or any of that type of art class and I don't know what kiinds of things would go into my portfolio. I know it's a collection of your work but I don't know any more than that.</p>,college-preperation portfolios school art projects,2393,2014-03-12 23:26:57.015474
8186,What should I do to prepare for medical school?,"<p>I am a Junior at Sumner Academy of Arts &amp; Science in Kansas City, Kansas and I want to become an  anesthesiologist. I'm not worried about getting into a good undergraduate school but medical school on the other hand, I'm stressing about. I know that to get in to medical school, you need to pass the MCAT and I've heard that it is a very difficult exam. I just want to know is there anything I can do to prepare myself for the fast-pace, rigorous course work, in medical school?</p>",medicine graduate college doctor,5148,2015-02-24 08:37:18.818506
4199,How much does electrical engineering pay?,<p>I am in 11th grade and interested in electrical engineering </p>,enigeering,2947,2014-04-07 09:53:17.532992
7830,I'm good at art and I want to put my talent to use by going to an art school. Could it substitute as college?,"<p>I'm good at art and I want to put my talent to use by going to an art school. Is art school like college, could it substitute as college?</p>",the-arts artschool college,3982,2015-01-14 09:55:30.742948
12117,How can i work my way upto being a nurs,<p>I love helping kids and people im 11</p>,helping caring helpful nice,7848,2015-10-21 13:02:04.172091
1666,"Are there more topics affiliated with Accounting? If yes, do you receive more money then usual?",<p>I know that if your an accounting your are associated with a lot of papers and putting away money for people. However i just want to know if there is a way that a person can go into more depth with accounting and receive more money for it.</p>,accounting,930,2013-04-02 10:01:18.251372
1576,How do you deal with the emotional impact of working with sick patients?,"<p>I know working with sick patients can be very emotional, i'm afraid that I will let my emotions toward the patient effect my work life and the baggage I would carry from work to home. </p>",nurse,922,2013-03-27 14:37:25.710633
13243,How can I become a pro baseball player?,"<p>I love baseball i play spring and fall, my name is Peyton</p>",professional-sports major-league-baseball professional-baseball baseball sports,7950,2015-11-03 13:59:36.133245
15415,What is like to be a basketball player,"<p>Bacause i want to know how difficult is to stay strong with all the media,fans and stuff</p>",basketball,9900,2016-01-21 12:54:35.514372
13935,What are Three related careers related to nano systems enginner,<p>Id like to look up to this career</p>,ok,8421,2015-11-20 14:03:32.848740
9130,What are different types of engineering and what do they do?,<p>I am a sophomore in high school and am very interested in some type of hands on engineering. Also I love using computers.</p>,engineering,5746,2015-04-08 13:37:04.791371
5508,How much time a week does an aerodynamic engineer spend at work/working?,<p>I'm asking this because i want to know if there is any free time or will i have to be devoted to work all week long?</p>,aerodynamicengineer aerodynamics dynamic aerodynamicengineering engineering engineer,3234,2014-04-30 17:43:47.108790
12256,What high paying job i can get?,"<p>I'm 11 years old and I am thinking of going to college for at least 2 years and getting of getting a high paying job, the problem is what high paying job that requires at least 2 years of college (or more). Thanks!</p>",college,7850,2015-10-22 13:30:44.261795
97,What kind of lawyer can you be?,"<p>I'm interested in being a lawyer when i get older but there's different types of law firms, what are the different types?</p>",law lawyer career career-options,222,2012-01-06 14:55:28.123442
7258,What majors are necessary to pursue a career in automotive engineering?,"<p>I'm a junior and I want to look into designing engines and transmissions of a vehicle to make them more efficient. I'm not sure if mechanical, electrical or technical engineering are any more important than an another, or if there is something else I should look into.</p>",mechanics automotive engineer,4574,2014-11-24 13:50:49.944474
11938,Information technology or computer science which of these hard in math?,"<p>I really love computers such as video games and more but i'm poor in math , and i hate math so help guys  which is the right thing for me to pursue</p>",informationtechnology computerscience,7795,2015-10-16 07:41:58.025561
7356,What university or college would be best to attend if someone would want a career in the criminal justice system?,<p>I would like a career in the criminal justice system.</p>,university college criminaljustice,4406,2014-12-02 17:38:24.051052
9621,What courses do you have to take to become an OT?,<p>I'm a junior in high school and I'm interested in  what college courses I will need to take!</p>,nurse health pediatric occupational-therapy,6033,2015-05-01 10:10:54.244835
3207,Is it possible to work full-time as a programmer without a college degree?,"<p>Basically If you have plenty of experience but not a degree, can you still work as a programmer?</p>",programming computing,2398,2014-03-12 16:10:27.213614
12966,If you want to build a job where would it be?,<p>To find where are there going to go?</p>,place,7984,2015-10-29 14:42:07.364015
3539,Dental hygienist,<p>What's it like to be a dental hygienist?</p>,family-dentistry dental denistry,2680,2014-03-19 15:13:31.384746
677,Teaching makes the Difference,<p>What is the best part about being a teacher ?</p>,eduacation,518,2012-03-29 10:07:21.962378
366,Is it possible to pursue two careers at the same time?,"<p>I want to pursue a career both as a medical internist and a classical pianist. I am a classical trained and an experienced performing pianist, who has huge interests in aiding those who face adversity with their health. </p>",career-paths medicine choosing-careers music science,196,2012-01-23 22:14:35.084783
8102,I'm unsure about my future career path,"<p>I'm about to enter college or pre uni. All this while, I have been interested in architecture and science-related fields. But lately, many people (even my parents) started telling me to open my options for other careers and courses, because not many universities offer Architecture, and I heard that it's even harder to get a job. Being a girl myself, I rarely see as many successful female architects compared to male ones, so that might be another disadvantage as well. Oh, and architecture is also not really famous in my country, so there might not be much job opportunities available. Is there any other course related to design and science? I'm a debater as well, but I dont fancy law. Usually I get good grades for arts and I really enjoy painting and doing crafts. I want a job that's not related to numbers or maths, and where I can communicate and socialize with people, and go to different places. I like my ideas to be heard and I definitely do not want a clerk job, that requires you to just sit in your desk all day. I'm also really interested in conserving the environment, sadly these courses are still unavailable in my country (such as environmental engineering). Besides, I really enjoy helping others and working with people of all ages. </p>",sustainable-consumerism careerpath environmental engineering architectural counselor,5079,2015-02-15 22:57:38.888801
1616,What is day to day basis of a sociologists ?,"<p>I am senior in high school who would like to get a feel of the career I would getting into possibly, so I wanted to start my college research early. If their is any possible ideas I would love to know.</p>",sociology,942,2013-03-28 13:00:28.596582
13942,Brand manager,<p>What advice can you give me about this job?</p>,e-business,8423,2015-11-20 14:58:11.745697
10882,How can i find these type of jobs,<p>Well i want to know because i wanna have a good job and get paid good also i want to do music </p>,music. music-licensing,7029,2015-06-26 17:33:40.247144
3729,Is there a career that combines aerospace engineering  and environmental science?,"<p>I really want to go into engineering, but I also want to have a connection into renewable energy.</p>",areospace environmental-science engineering,2727,2014-03-26 14:43:25.546883
8329,"What are the steps to follow to become a neurologist (college, medical school, residency, etc.)?","<p>I want to be a neurologist or a pathologist, both of which require time and I want to know what are the steps to become one and possibly what majors will better help me fulfill my requirements to get into medical school. </p>",medicine pre-med college medical-school,5179,2015-02-27 15:17:34.925591
4824,What are some of the majors that people who are interested going into the medical field should do?,"<p>I am a High School student, and I am interested in going into the medical field, but I was not sure what those majors should be?</p>",majors medical people health doctor,3139,2014-04-22 14:12:10.896340
10664,How can I start to become a personal chef?,<p>I'm in 9th grade at City High and I wanted to know how i would start to be a personal chef??</p>,any,6569,2015-06-18 13:34:53.357846
11331,What Californian colleges are the best fit to give Majors on Cinematography and Film design?,"<p>I aspire to study and eventually become a screenwriter/producer/ and cinematographer later in life. I find it best to find a wide range of cinematic horizons before I enter college and declare, or at least decide on a solid major. </p>",screenplay screenwriting film cinematography,7460,2015-09-02 17:01:07.386586
10097,What is a district attorneys yearly salary ?,<p>Future district attorney.</p>,district-attorney future lawyer law government,5763,2015-05-18 10:41:17.789492
5449,What's a normal day on the job for a mathematician?,<p>I love math and i'm good at finding patterns so i was looking to be a mathematician. But every answer i've seen is confusing to me. Can you help me out? </p>,mathematician jobs math,3140,2014-04-30 13:30:04.881631
4827,What is the CPA like?,<p>I am about to enter college as an accounting major. I have heard a lot about the CPA exam. What is covered on this exam and do you think that colleges prepare you we'll for the exam?</p>,accounting college exam business,3146,2014-04-22 14:17:38.662275
1612,How much does a well grounded Music Producer in the industry make?,"<p>I am a senior preparing to graduate and I have a burning passion for music especially Music production. On my laptop I use software such as Reason, Sony Acid Pro, and Fl studios and, I have produced hip hop instrumentals for many small time artist including myself and members in my music group New Militia. I understand You Should go to a Music school and major in Music Production/Engineering, but I would really like to know how much a  music producer that's well grounded in the industry really make?</p>",music production,946,2013-03-28 12:53:05.650352
15116,What is the work like as an e.r. nurse? And how would you recommend getting there? (school wise),<p>I am interested in this field.</p>,nurse,9417,2016-01-07 17:33:01.550164
3433,Any Geneticist tips?,"<p>I am very interested in the field of genetics, but I don't know what they do, nor anything else about geneticists. Could someone help?</p>",howhard genetics how-to,2499,2014-03-17 17:34:20.771303
2362,What types of careers offer traveling?,<p>I just want to travel and wake up with a new beautiful view once or twice a week. </p>,career travel,1849,2014-01-27 19:55:03.235065
86,"What would a persons chance of making it to prosports be MLB,NBA,NFL etc.?",<p>Just asking because i really wanna kno the answer to this question</p>,sports,261,2012-01-06 14:49:24.335691
6808,"Does anyone have any beginner recommendations about software, IT,  and certificates that may help me ?","<p>I am currently a college student looking to work with a few friends to create Indie games, flash games, etc. I want to learn about some websites, programs, that will help me teach myself coding and creating games on my own.</p>",software technology it developer,4056,2014-10-02 09:40:30.786576
3149,What are the advantages of taking a gap-year?,"<p>I am intrigued in what people have to say for this because I have thought about taking a year off before I enter college. I am interested in having a career in the medical field, but am also interested in film-making. I was thinking I could either do some volunteer work during this time or start making YouTube videos, or both! What are the Pros &amp; cons of taking a gap year? What other things are good about taking a gap year so I can convince my parents? </p>",gap-year cons medical pros college filmmaking highschool tips,2400,2014-03-10 18:08:13.613629
11889,Military Opportunities?,"<p>I am a junior in high school and I’m planning on joining the Marines. I want to know what is better, to enlist right away or to go to a ROTC program or if I should go active or join the reserve and if I did go active or reserve which would have better opportunities in the work force after coming out of the Marines?</p>",military marines rotc,7732,2015-10-14 15:34:48.930409
9053,What is a good state to become a district attorney? Or what are some well known colleges?,"<p>I am a 17 year old sophomore planning my future early, and plan to be a district attorney after college.</p>",district-attorney future law college lawyer,5763,2015-04-07 10:29:31
11149,Flight Attendant and Relationship,"<p>I have been applying for a flight attendant position with a few airlines. I recently, received an e-mail for me to complete a video interview and see where it goes from there. I am nervous about this new life style I may have. I have always been in a routine, but am tired of working behind a desk. I have also been in a relationship for almost five years. We are both extremely independent, like our time alone, but thrive when we see each other. I hear before I can make my own schedule, I maybe away from home for up to a year without going home at all to see him. I can go awhile without seeing him, but we are both unhappy that we will not be able to see each other at all for possibly a year. But I have been looking into this career, asking questions and am looking forward to something like this. I am just trying to get some feedback if anyone has had a relationship that worked while you were away for so long?</p>
<p>I have a friend who has been a flight attendant for 28 years. He joked and said, please would ask how his marriage lasted. He said because he was gone for three days, then home for three days. This made me laugh as well. Although I am in love with my guy, I am not the type of woman that needs to be with someone 24/7. I like my own space and to do my own thing. This goes for him as well. </p>
<p>Does anyone have any in-sight on this? Anything feedback would be great! </p>",relationship-management flight-attendant airlines,7226,2015-08-03 11:04:06.829821
10404,What are the best schools to attend to be a teacher?,<p>I am a high school student in the 9th grade and I want to be a teacher.</p>,professors teaching teacher principal,6538,2015-06-02 13:42:43.863270
10859,How long do you have to be in school to be a pediatrician ?,<p>I want to know because that's the career i want.</p>,medical proffesional teachers pediatricians doctors,6993,2015-06-25 18:37:57.277663
7477,How do I get famous,"<p>I want to be a famous rapper, how do I get there</p>",music,4706,2014-12-08 15:59:14.825105
4063,What occurs in the day of the life of a social activist?,"<p>Social activism is another career that interests me, I would like to get a preview of what social activists go through on a daily basis</p>",politics activism government social,2590,2014-04-03 18:00:51.401017
1041,What do mechanical engineers do on a day-to-day basis?,"<p>Hi, im a sophomore and i was wondering how a mechanical engineer's life is every day.<br>
</p>",mechanical-engineering,263,2012-09-07 15:10:45.388515
15388,Do I have what it takes to get into Cornell?,"<p>Hey so I am in this small university in halifax called saint mary's , although I am a good student I didn't apply to any other canadian universities since I am an international student and ivy league universities are so expensive and there isn't much financial aid provided and there is no way I can afford university of toronto or others ,suppose I get great gpa all through the four years of my bachelor of science in biology , and have a good volunteer record , do you think a university like cornell would accept a non-ivy league undergraduate like me ? I am very passionate about what I am studying and have always wanted to be a vet and go to cornell.</p>",requirements cornell pre-vet bachelor-of-science undergraduate veterinary-medicine,8575,2016-01-20 17:49:42.504260
8695,What universities have good engineering programs?,<p>I am interested in mechanical engineering</p>,mechanical-engineering mechanical engineers,5501,2015-03-23 15:48:18.774642
10148,How is the experience of video game designing,<p>Hi i am a high school student at madison park in the eleventh grade and i was really wondering how is the experience of game design</p>,video-game programming,6501,2015-05-19 11:04:26.441853
9730,What is it like being a teacher?,<p>I'm asking this because i love helping others and in the future i plan to become a teacher and influence the young to push forward with Math.</p>,students secondary-education teacher math algebra,6089,2015-05-07 12:43:26.012612
1640,Entrepreneurship in Mechanical Engineering?,"<p>Hello I am a senior in high school and was interested in Mechanical Engineering, but at the entrepreneur/managing level, like making my own product and selling it someday. Does anybody know what it looks like to manage an organization or group of people who do Mechanical Engineering? Thanks.</p>",business engineering mechanical-engineering,953,2013-03-31 12:44:54.080597
3079,Should I only be looking for colleges with a good department in the specific major I want?,"<p>I'm currently decided on majoring in Econ or Finance and so far, I have only been looking into colleges with good Econ. departments. Is this a good strategy when looking for colleges? </p>",university economics college-applications college-major finance,2387,2014-03-06 16:06:16.293453
144,"How many classes do I have to take to do business management, and what are the names of some colleges for that?",<p>How Long So I Can Prepare For It</p>,college-majors,260,2012-01-10 08:45:01.301798
7315,What college would I need to go to in order to study artist management and what classes/ major should I study?,<p>I love music and I want to become an artist manager. I would like to find out more about what it takes to make it into this field. </p>,artist-management performing-arts music singer business,4560,2014-12-01 12:41:26.508132
10731,What is the best college for a student who wishes to be an aerospace engineer?,<p>I'm an 11th grader who is interested to become an aerospace engineer one day. I was told Stanford is a good choice but i would like to have more choices.</p>,college university aerospace-engineering engineer,6881,2015-06-23 17:29:15.117883
8399,What are the pros and cons of becoming a dental hygienist??,<p>I'm interested about this career field but am worried about finding employment or if they only offer part time</p>,pro dental-hygienist cons dentalhygenist dentistry,5229,2015-03-04 16:34:58.830278
161,How many money i can earn if i am a accounting?,<p>How many money i can earn if i am a accounting?</p>,business,233,2012-01-11 15:43:50.144946
7602,What are the main colleges in California with the best Pediatric nurse majors/programs?,"<p>I am applying to colleges and I wanted to know which ones in California are the best ones in majoring in Nursing, specifically pediatric nurse. What should I major/minor in? As you can see I don't know very much about this. Please and thank you.</p>",colleges future nursing,4136,2014-12-16 12:50:53.771120
10065,How can I become a rapper?,<p>I want to become a rapper because my flow is nice.</p>,bars business industry rapper social-skills music.,5744,2015-05-18 09:37:13.764277
10909,What career can i pursue if i want to work with animals besides being a vet?,"<p>I'm Jeniffer I am 16 years old, and I'm asking this question because I don't necessarily want to be a vet but I do want to work with animals and help them in any way I can, my question is how can I pursue that career and make money at the same time? I don't want to be a vet because I personally don't want to attend school for a long time but I would like to start working with animals as soon as possible and make a great amount of money at the same time.</p>",veterinarian animals,7044,2015-06-26 18:44:52.720739
1770,"In order to be a Video Game designer, What course would I take at college ?","<p>I am quite a passionate gamer and love playing games, so naturally I would love to go into game design but I'm not sure of the best way to go into video game designing. I would like to be an animator or something like that in the design team but i don't really know how to go about it, should i do a course at college like animation ? or in general how would i go into game design ? Please help </p>",video-game,1092,2013-06-06 12:17:12.524186
12564,What are good colleges for engineering,<p>I would like to know what are good colleges for engineering because I want a good education so I know a lot about engineering? any suggestion.</p>,engineering,7841,2015-10-26 13:16:02.800245
4037,How do I specialize in being a labor and delivery nurse?,<p>Im a senior in high school and was wondering what the steps are to becoming a labor and delivery nurse?</p>,registerednurse nurse laboranddelivery,2479,2014-04-02 17:14:55.732530
251,What are different jobs options in medical school?,<p>Im a junior in high school i would like to know what options i can take .</p>,medical-school,342,2012-01-19 10:25:58.327992
8238,How do I prevent the temptation to go out every night while in college?,<p>I know that college parties are a main factor in why students get kicked out.</p>,temptation avoid decision-making choices college parties,5158,2015-02-25 16:00:02.719197
7367,How much math is involved in Computer Science and what do you do on a day to day basis with that profession?,<p>I am a Junior at Boston Latin School and I am really interested in math and definitely find it my strongest subject. I love the problem solving/using formulas and algorithms aspect of it. A lot of people have recommended me to look into Computer Science as well since I love math so much.</p>,mathematics computer-science computerscience computerengineering,4653,2014-12-02 20:11:51.567064
7384,Why do you love Mechanical Engineering or Aerospace Engineering?,"<p>Im a senior in high school wanting to study Mechanical Engineering and later work in aerospace (the university I'm applying to allows for some deep specialization in aerospace). I'm pretty sure this is really what I want to do so, if you work in either of these fields please tell me why you love your job. Just want to hear some experiences. Thanks!</p>",career mechanical-engineer nasa aerospace-engineering,4659,2014-12-03 10:02:54
9581,What is the difference of a M.D. to a Clinical Pathologist.,"<p>I really want to diagnose patients (every doctor basically) but something that's abnormal for regular check ups and also to be able to do test to the patients but I also want to be part of surgeries, things like that but I can't choose which one would be the best option for me. </p>",pathologist m.d doc,6031,2015-04-28 22:18:36.596187
10904,"I have so many interests, how can i decide what to pursue for a career?","<p>I think of myself as a jack of all trades and king of nothing. It's almost time for me to send college apps, I need to think of what to do soon. </p>",highschoolstudents,7040,2015-06-26 18:43:48.607128
688,What kind of careers can you pursue with the different types of engineering?,"<p>I am a high school senior who wants to major in engineering at college. I am not sure what kind of engineering I want to do, so I would like to know what kind of careers are possible with the different  types of engineering.</p>",engineering,537,2012-03-29 11:07:01.005021
10880,WHAT MAKES YOU BECOME WHO YOU ARE RIGHT NOW,<p>I WANT TO HAVE A TIP TO BECOME BETER THAN WHO ARE YOU RIGHT NOW</p>,mart be,7010,2015-06-26 17:32:42.102851
1312,Is it sometimes frustrating to be an educator ?,<p>Im a sophomore in high school. </p>,education teacher teaching,217,2012-10-03 15:30:03.518490
13374,How does robotics and stem go hand to hand,<p>I want to know why</p>,robotics,7836,2015-11-05 21:02:23.946409
10155,What type of education would i need to become a web designer in the future,<p>I am a seventh grader who is wondering about my future of posibly being a web desighner and i want to know what level of education i would need.</p>,anyone,6511,2015-05-19 12:40:31.621863
1797,Career as a game developer,"<p>I have always wanted to be in the gaming industry,as mmos and video games have always fascinated me and every now and then i have some ideas about a game so I finally decided to leave game developing,but the problem is I am in commerce stream so what is the basic qualification I need and where can I learn more about Developing and designing games?</p>",gaming,1113,2013-07-02 02:37:24.611281
7063,Fashion designer,"<p>I need to choose my IGSCE subject in 1 week,  i go to an International School and i want to be a fashion designer, can someone please help me to choose the right subject?</p>",students fashion-design teachers,4318,2014-11-04 10:15:29.835172
12078,What should I do before being a U.S Army Ranger?,<p>I am in 6th grade and want to be a U.S Army Ranger</p>,collge bootcamp,7912,2015-10-20 14:31:03.105660
11362,What do yo need to become a carpenter?,<p>I am a senior in high school and building cabinets is a passion of mine. What Does it take to open up your own business? </p>,construction carpenter business,7484,2015-09-03 14:03:54
8828,How is a typical day for a Media producer?,<p>I want to go into film or television production and I would like to know of the challenges and satisfactorily within the day in the life of a film or television producer.</p>,media television media-production film producer,5612,2015-03-24 16:18:05
4191,What would be the best animation software to start with?,<p>I am very interested in becoming an animator and I would love to start </p>,visual-arts animation,2945,2014-04-07 09:45:40.820749
9296,Is there any degree to be a Disney character at Disney World?,"<p>Hello, I am in twelfth grade and I am just curious if the people at Disney who do the princesses, villains, and princes have a degree. Thank you!</p>",audition acting degree disney,5705,2015-04-15 21:33:03.528995
4828,What are some jobs that are fun/interesting they also pay well?,"<p>This question interests me because I do not want to have a job where I have to sit at a desk all day. Instead, I want one where I am able to do something interesting. I also want to make sure that the pay is pretty good. Some things that I enjoy doing: being active, hands on activities, working in groups, and helping others. </p>",interacting collage interesting job money fun,3144,2014-04-22 14:19:43.852267
6978,Is it possible to major in psychology and then have a career in physical therapy?,"<p>I'm interesting in going into a psychology major as well as a math major, but I would like to keep my options open if I decide to go into physical therapy, but I do not want to do more than a double major in college, because that would be overwhelming. So I want to know if there is a major that can relate psychology and physical therapy or if I can just major in psychology and then pursue a career in physical therapy.</p>",sports-medicine physical-therapy psychology,4214,2014-10-21 13:03:48.972657
8109,"When applying to colleges should I submit my resume, even if they do not require or ask for it?","<p>I am a junior in high school currently working on updating my resume to reflect my academic and extracurricular activities/achievements. Since creating a resume is time-consuming, I thought it may be worthwhile to send to colleges so they will have a good idea of who I am as a student. </p>",application college resume,5085,2015-02-17 17:36:51.166320
3632,What are some of the essential things learned from the study of child developmental psychology?,"<p>Psychology is my set major I know I want going into college. Yet the aspect of child psychology is confusing on the courses that I will need to take, and I'm extremely curious. </p>",child-development psychology,2709,2014-03-25 12:09:39.989213
10886,How to get a great job cooking,<p>To see people to like food and make then come back for more  </p>,sales. cooking,7018,2015-06-26 17:38:16.515125
4481,What are the job placement rates for biomedical engineers and pediatricians?,<p>I am looking at both for potential career paths! </p>,medicine jobs pediatrician biomedical-engineering,3012,2014-04-08 15:11:58.988023
3299,How long did it take you to find your dream career?,"<p>Did you know at very young age what you wanted to do, or did you realize after college??</p>",career-paths,2404,2014-03-14 15:58:25.742168
2979,What are some major companies that work with aerospace engineering?,"<p>I am currently interested in aerospace engineering. However, I don't know many aerospace engineering companies. Does this mean it will be difficult to find a job in this path.</p>",path engineering companies aerospace,2396,2014-03-05 16:49:48.424648
6823,Is there any career where I can just build computers.,<p>I love doing IT but I mainly love the hands-on parts about it. Building my own PC was fun so I was wondering if there are any careers out the just for troubleshooting and pc building.</p>,computer it,4072,2014-10-02 10:51:41.291144
